;alue;vuosi;tiedot;value
1;kaup;2006;asukkaat;736063
2;kaup;2007;asukkaat;744515
3;kaup;2008;asukkaat;752167
4;kaup;2009;asukkaat;758039
5;kaup;2010;asukkaat;763828
6;kaup;2011;asukkaat;768340
7;kaup;2012;asukkaat;772608
8;kaup;2013;asukkaat;777473
9;kaup;2014;asukkaat;780931
10;kaup;2015;asukkaat;784293
11;kaupms;2006;asukkaat;510994
12;kaupms;2007;asukkaat;517120
13;kaupms;2008;asukkaat;519758
14;kaupms;2009;asukkaat;524792
15;kaupms;2010;asukkaat;528096
16;kaupms;2011;asukkaat;531423
17;kaupms;2012;asukkaat;534445
18;kaupms;2013;asukkaat;536369
19;kaupms;2014;asukkaat;537868
20;kaupms;2015;asukkaat;539119
21;ms;2006;asukkaat;335342
22;ms;2007;asukkaat;331032
23;ms;2008;asukkaat;326875
24;ms;2009;asukkaat;323240
25;ms;2010;asukkaat;320176
26;ms;2011;asukkaat;316469
27;ms;2012;asukkaat;312723
28;ms;2013;asukkaat;309329
29;ms;2014;asukkaat;305726
30;ms;2015;asukkaat;301561
31;pk;2006;asukkaat;968837
32;pk;2007;asukkaat;977101
33;pk;2008;asukkaat;989969
34;pk;2009;asukkaat;1002826
35;pk;2010;asukkaat;1014368
36;pk;2011;asukkaat;1026722
37;pk;2012;asukkaat;1041189
38;pk;2013;asukkaat;1055984
39;pk;2014;asukkaat;1071451
40;pk;2015;asukkaat;1087915
41;tk_keskus;2006;asukkaat;912826
42;tk_keskus;2007;asukkaat;911961
43;tk_keskus;2008;asukkaat;911984
44;tk_keskus;2009;asukkaat;912501
45;tk_keskus;2010;asukkaat;913516
46;tk_keskus;2011;asukkaat;914138
47;tk_keskus;2012;asukkaat;913692
48;tk_keskus;2013;asukkaat;913232
49;tk_keskus;2014;asukkaat;911916
50;tk_keskus;2015;asukkaat;909955
51;ydinms;2006;asukkaat;693280
52;ydinms;2007;asukkaat;690041
53;ydinms;2008;asukkaat;685939
54;ydinms;2009;asukkaat;682948
55;ydinms;2010;asukkaat;679768
56;ydinms;2011;asukkaat;676408
57;ydinms;2012;asukkaat;672519
58;ydinms;2013;asukkaat;668593
59;ydinms;2014;asukkaat;664135
60;ydinms;2015;asukkaat;658283
61;yo-kaup;2006;asukkaat;1039681
62;yo-kaup;2007;asukkaat;1045302
63;yo-kaup;2008;asukkaat;1052938
64;yo-kaup;2009;asukkaat;1061795
65;yo-kaup;2010;asukkaat;1070349
66;yo-kaup;2011;asukkaat;1080047
67;yo-kaup;2012;asukkaat;1089858
68;yo-kaup;2013;asukkaat;1101612
69;yo-kaup;2014;asukkaat;1112610
70;yo-kaup;2015;asukkaat;1123362
71;kaup;2006;lahtomuuttaessa_tyollistyvia;2989
72;kaup;2007;lahtomuuttaessa_tyollistyvia;3046
73;kaup;2008;lahtomuuttaessa_tyollistyvia;2700
74;kaup;2009;lahtomuuttaessa_tyollistyvia;2208
75;kaup;2010;lahtomuuttaessa_tyollistyvia;3053
76;kaup;2011;lahtomuuttaessa_tyollistyvia;3138
77;kaup;2012;lahtomuuttaessa_tyollistyvia;2900
78;kaup;2013;lahtomuuttaessa_tyollistyvia;2560
79;kaup;2014;lahtomuuttaessa_tyollistyvia;2707
80;kaup;2015;lahtomuuttaessa_tyollistyvia;2772
81;kaupms;2006;lahtomuuttaessa_tyollistyvia;2301
82;kaupms;2007;lahtomuuttaessa_tyollistyvia;2448
83;kaupms;2008;lahtomuuttaessa_tyollistyvia;2308
84;kaupms;2009;lahtomuuttaessa_tyollistyvia;1778
85;kaupms;2010;lahtomuuttaessa_tyollistyvia;2445
86;kaupms;2011;lahtomuuttaessa_tyollistyvia;2408
87;kaupms;2012;lahtomuuttaessa_tyollistyvia;2144
88;kaupms;2013;lahtomuuttaessa_tyollistyvia;2045
89;kaupms;2014;lahtomuuttaessa_tyollistyvia;1990
90;kaupms;2015;lahtomuuttaessa_tyollistyvia;2088
91;ms;2006;lahtomuuttaessa_tyollistyvia;1637
92;ms;2007;lahtomuuttaessa_tyollistyvia;1701
93;ms;2008;lahtomuuttaessa_tyollistyvia;1507
94;ms;2009;lahtomuuttaessa_tyollistyvia;1059
95;ms;2010;lahtomuuttaessa_tyollistyvia;1333
96;ms;2011;lahtomuuttaessa_tyollistyvia;1311
97;ms;2012;lahtomuuttaessa_tyollistyvia;1223
98;ms;2013;lahtomuuttaessa_tyollistyvia;1075
99;ms;2014;lahtomuuttaessa_tyollistyvia;1043
100;ms;2015;lahtomuuttaessa_tyollistyvia;1030
101;pk;2006;lahtomuuttaessa_tyollistyvia;1715
102;pk;2007;lahtomuuttaessa_tyollistyvia;1797
103;pk;2008;lahtomuuttaessa_tyollistyvia;1618
104;pk;2009;lahtomuuttaessa_tyollistyvia;1321
105;pk;2010;lahtomuuttaessa_tyollistyvia;1659
106;pk;2011;lahtomuuttaessa_tyollistyvia;1726
107;pk;2012;lahtomuuttaessa_tyollistyvia;1614
108;pk;2013;lahtomuuttaessa_tyollistyvia;1410
109;pk;2014;lahtomuuttaessa_tyollistyvia;1497
110;pk;2015;lahtomuuttaessa_tyollistyvia;1632
111;tk_keskus;2006;lahtomuuttaessa_tyollistyvia;3907
112;tk_keskus;2007;lahtomuuttaessa_tyollistyvia;4053
113;tk_keskus;2008;lahtomuuttaessa_tyollistyvia;3520
114;tk_keskus;2009;lahtomuuttaessa_tyollistyvia;2682
115;tk_keskus;2010;lahtomuuttaessa_tyollistyvia;3454
116;tk_keskus;2011;lahtomuuttaessa_tyollistyvia;3435
117;tk_keskus;2012;lahtomuuttaessa_tyollistyvia;3142
118;tk_keskus;2013;lahtomuuttaessa_tyollistyvia;2853
119;tk_keskus;2014;lahtomuuttaessa_tyollistyvia;2918
120;tk_keskus;2015;lahtomuuttaessa_tyollistyvia;3026
121;ydinms;2006;lahtomuuttaessa_tyollistyvia;2855
122;ydinms;2007;lahtomuuttaessa_tyollistyvia;2765
123;ydinms;2008;lahtomuuttaessa_tyollistyvia;2663
124;ydinms;2009;lahtomuuttaessa_tyollistyvia;1920
125;ydinms;2010;lahtomuuttaessa_tyollistyvia;2533
126;ydinms;2011;lahtomuuttaessa_tyollistyvia;2633
127;ydinms;2012;lahtomuuttaessa_tyollistyvia;2274
128;ydinms;2013;lahtomuuttaessa_tyollistyvia;2207
129;ydinms;2014;lahtomuuttaessa_tyollistyvia;2101
130;ydinms;2015;lahtomuuttaessa_tyollistyvia;2216
131;yo-kaup;2006;lahtomuuttaessa_tyollistyvia;5407
132;yo-kaup;2007;lahtomuuttaessa_tyollistyvia;5808
133;yo-kaup;2008;lahtomuuttaessa_tyollistyvia;5045
134;yo-kaup;2009;lahtomuuttaessa_tyollistyvia;3916
135;yo-kaup;2010;lahtomuuttaessa_tyollistyvia;5225
136;yo-kaup;2011;lahtomuuttaessa_tyollistyvia;5212
137;yo-kaup;2012;lahtomuuttaessa_tyollistyvia;4737
138;yo-kaup;2013;lahtomuuttaessa_tyollistyvia;4442
139;yo-kaup;2014;lahtomuuttaessa_tyollistyvia;4538
140;yo-kaup;2015;lahtomuuttaessa_tyollistyvia;5054
141;kaup;2006;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,108746271
142;kaup;2007;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,108433306
143;kaup;2008;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,100719961
144;kaup;2009;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,080460608
145;kaup;2010;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,107443252
146;kaup;2011;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,106760113
147;kaup;2012;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,096492979
148;kaup;2013;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,090693308
149;kaup;2014;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,093996319
150;kaup;2015;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,093994778
151;kaupms;2006;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,110216985
152;kaupms;2007;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,112216365
153;kaupms;2008;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,100830057
154;kaupms;2009;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,08970284
155;kaupms;2010;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,11174078
156;kaupms;2011;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,106803868
157;kaupms;2012;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,095842646
158;kaupms;2013;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,095905829
159;kaupms;2014;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,093699972
160;kaupms;2015;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,096617463
161;ms;2006;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,149129999
162;ms;2007;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,152638191
163;ms;2008;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,140591473
164;ms;2009;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,107403651
165;ms;2010;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,131967132
166;ms;2011;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,124030274
167;ms;2012;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,117539644
168;ms;2013;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,109671496
169;ms;2014;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,107647848
170;ms;2015;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,10263053
171;pk;2006;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,068490415
172;pk;2007;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,068729442
173;pk;2008;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,067195482
174;pk;2009;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,055592964
175;pk;2010;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,067705995
176;pk;2011;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,070729009
177;pk;2012;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,065869485
178;pk;2013;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,059793902
179;pk;2014;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,063990767
180;pk;2015;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,067723463
181;tk_keskus;2006;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,14541462
182;tk_keskus;2007;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,147424705
183;tk_keskus;2008;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,132684986
184;tk_keskus;2009;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,106390575
185;tk_keskus;2010;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,133462133
186;tk_keskus;2011;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,126477411
187;tk_keskus;2012;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,116236913
188;tk_keskus;2013;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,107562962
189;tk_keskus;2014;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,108949707
190;tk_keskus;2015;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,110280987
191;ydinms;2006;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,145789716
192;ydinms;2007;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,140063827
193;ydinms;2008;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,133631072
194;ydinms;2009;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,104495483
195;ydinms;2010;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,134120513
196;ydinms;2011;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,13249132
197;ydinms;2012;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,115238433
198;ydinms;2013;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,115211944
199;ydinms;2014;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,111606906
200;ydinms;2015;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,112595905
201;yo-kaup;2006;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,135006242
202;yo-kaup;2007;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,139945063
203;yo-kaup;2008;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,128338845
204;yo-kaup;2009;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,104803961
205;yo-kaup;2010;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,131499471
206;yo-kaup;2011;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,126831168
207;yo-kaup;2012;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,117319266
208;yo-kaup;2013;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,114570168
209;yo-kaup;2014;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,116320201
210;yo-kaup;2015;lahtomuuttaessa_tyollistyvia_osuus_lahtomuuttajista;0,122962386
211;kaup;2006;lahtomuuttoja;27486
212;kaup;2007;lahtomuuttoja;28091
213;kaup;2008;lahtomuuttoja;26807
214;kaup;2009;lahtomuuttoja;27442
215;kaup;2010;lahtomuuttoja;28415
216;kaup;2011;lahtomuuttoja;29393
217;kaup;2012;lahtomuuttoja;30054
218;kaup;2013;lahtomuuttoja;28227
219;kaup;2014;lahtomuuttoja;28799
220;kaup;2015;lahtomuuttoja;29491
221;kaupms;2006;lahtomuuttoja;20877
222;kaupms;2007;lahtomuuttoja;21815
223;kaupms;2008;lahtomuuttoja;22890
224;kaupms;2009;lahtomuuttoja;19821
225;kaupms;2010;lahtomuuttoja;21881
226;kaupms;2011;lahtomuuttoja;22546
227;kaupms;2012;lahtomuuttoja;22370
228;kaupms;2013;lahtomuuttoja;21323
229;kaupms;2014;lahtomuuttoja;21238
230;kaupms;2015;lahtomuuttoja;21611
231;ms;2006;lahtomuuttoja;10977
232;ms;2007;lahtomuuttoja;11144
233;ms;2008;lahtomuuttoja;10719
234;ms;2009;lahtomuuttoja;9860
235;ms;2010;lahtomuuttoja;10101
236;ms;2011;lahtomuuttoja;10570
237;ms;2012;lahtomuuttoja;10405
238;ms;2013;lahtomuuttoja;9802
239;ms;2014;lahtomuuttoja;9689
240;ms;2015;lahtomuuttoja;10036
241;pk;2006;lahtomuuttoja;25040
242;pk;2007;lahtomuuttoja;26146
243;pk;2008;lahtomuuttoja;24079
244;pk;2009;lahtomuuttoja;23762
245;pk;2010;lahtomuuttoja;24503
246;pk;2011;lahtomuuttoja;24403
247;pk;2012;lahtomuuttoja;24503
248;pk;2013;lahtomuuttoja;23581
249;pk;2014;lahtomuuttoja;23394
250;pk;2015;lahtomuuttoja;24098
251;tk_keskus;2006;lahtomuuttoja;26868
252;tk_keskus;2007;lahtomuuttoja;27492
253;tk_keskus;2008;lahtomuuttoja;26529
254;tk_keskus;2009;lahtomuuttoja;25209
255;tk_keskus;2010;lahtomuuttoja;25880
256;tk_keskus;2011;lahtomuuttoja;27159
257;tk_keskus;2012;lahtomuuttoja;27031
258;tk_keskus;2013;lahtomuuttoja;26524
259;tk_keskus;2014;lahtomuuttoja;26783
260;tk_keskus;2015;lahtomuuttoja;27439
261;ydinms;2006;lahtomuuttoja;19583
262;ydinms;2007;lahtomuuttoja;19741
263;ydinms;2008;lahtomuuttoja;19928
264;ydinms;2009;lahtomuuttoja;18374
265;ydinms;2010;lahtomuuttoja;18886
266;ydinms;2011;lahtomuuttoja;19873
267;ydinms;2012;lahtomuuttoja;19733
268;ydinms;2013;lahtomuuttoja;19156
269;ydinms;2014;lahtomuuttoja;18825
270;ydinms;2015;lahtomuuttoja;19681
271;yo-kaup;2006;lahtomuuttoja;40050
272;yo-kaup;2007;lahtomuuttoja;41502
273;yo-kaup;2008;lahtomuuttoja;39310
274;yo-kaup;2009;lahtomuuttoja;37365
275;yo-kaup;2010;lahtomuuttoja;39734
276;yo-kaup;2011;lahtomuuttoja;41094
277;yo-kaup;2012;lahtomuuttoja;40377
278;yo-kaup;2013;lahtomuuttoja;38771
279;yo-kaup;2014;lahtomuuttoja;39013
280;yo-kaup;2015;lahtomuuttoja;41102
281;kaup;2006;lahtomuuttoja_osuus_asukkaista;0,037526572
282;kaup;2007;lahtomuuttoja_osuus_asukkaista;0,037958605
283;kaup;2008;lahtomuuttoja_osuus_asukkaista;0,035797891
284;kaup;2009;lahtomuuttoja_osuus_asukkaista;0,036267376
285;kaup;2010;lahtomuuttoja_osuus_asukkaista;0,037288509
286;kaup;2011;lahtomuuttoja_osuus_asukkaista;0,038280709
287;kaup;2012;lahtomuuttoja_osuus_asukkaista;0,038908481
288;kaup;2013;lahtomuuttoja_osuus_asukkaista;0,036340065
289;kaup;2014;lahtomuuttoja_osuus_asukkaista;0,036873245
290;kaup;2015;lahtomuuttoja_osuus_asukkaista;0,037612761
291;kaupms;2006;lahtomuuttoja_osuus_asukkaista;0,041157951
292;kaupms;2007;lahtomuuttoja_osuus_asukkaista;0,042465263
293;kaupms;2008;lahtomuuttoja_osuus_asukkaista;0,04402448
294;kaupms;2009;lahtomuuttoja_osuus_asukkaista;0,037934928
295;kaupms;2010;lahtomuuttoja_osuus_asukkaista;0,04146139
296;kaupms;2011;lahtomuuttoja_osuus_asukkaista;0,042468708
297;kaupms;2012;lahtomuuttoja_osuus_asukkaista;0,041892798
298;kaupms;2013;lahtomuuttoja_osuus_asukkaista;0,039704751
299;kaupms;2014;lahtomuuttoja_osuus_asukkaista;0,039426077
300;kaupms;2015;lahtomuuttoja_osuus_asukkaista;0,040024076
301;ms;2006;lahtomuuttoja_osuus_asukkaista;0,032473641
302;ms;2007;lahtomuuttoja_osuus_asukkaista;0,033380061
303;ms;2008;lahtomuuttoja_osuus_asukkaista;0,032527751
304;ms;2009;lahtomuuttoja_osuus_asukkaista;0,030306849
305;ms;2010;lahtomuuttoja_osuus_asukkaista;0,031385453
306;ms;2011;lahtomuuttoja_osuus_asukkaista;0,03317848
307;ms;2012;lahtomuuttoja_osuus_asukkaista;0,033035102
308;ms;2013;lahtomuuttoja_osuus_asukkaista;0,031493786
309;ms;2014;lahtomuuttoja_osuus_asukkaista;0,031491124
310;ms;2015;lahtomuuttoja_osuus_asukkaista;0,033029021
311;pk;2006;lahtomuuttoja_osuus_asukkaista;0,02585671
312;pk;2007;lahtomuuttoja_osuus_asukkaista;0,026747033
313;pk;2008;lahtomuuttoja_osuus_asukkaista;0,024405447
314;pk;2009;lahtomuuttoja_osuus_asukkaista;0,023719353
315;pk;2010;lahtomuuttoja_osuus_asukkaista;0,024182127
316;pk;2011;lahtomuuttoja_osuus_asukkaista;0,02382568
317;pk;2012;lahtomuuttoja_osuus_asukkaista;0,023608589
318;pk;2013;lahtomuuttoja_osuus_asukkaista;0,022400771
319;pk;2014;lahtomuuttoja_osuus_asukkaista;0,021924017
320;pk;2015;lahtomuuttoja_osuus_asukkaista;0,022268097
321;tk_keskus;2006;lahtomuuttoja_osuus_asukkaista;0,029355368
322;tk_keskus;2007;lahtomuuttoja_osuus_asukkaista;0,0300768
323;tk_keskus;2008;lahtomuuttoja_osuus_asukkaista;0,029027324
324;tk_keskus;2009;lahtomuuttoja_osuus_asukkaista;0,027577433
325;tk_keskus;2010;lahtomuuttoja_osuus_asukkaista;0,028293924
326;tk_keskus;2011;lahtomuuttoja_osuus_asukkaista;0,029665044
327;tk_keskus;2012;lahtomuuttoja_osuus_asukkaista;0,029521331
328;tk_keskus;2013;lahtomuuttoja_osuus_asukkaista;0,028971134
329;tk_keskus;2014;lahtomuuttoja_osuus_asukkaista;0,029286177
330;tk_keskus;2015;lahtomuuttoja_osuus_asukkaista;0,030060616
331;ydinms;2006;lahtomuuttoja_osuus_asukkaista;0,028132129
332;ydinms;2007;lahtomuuttoja_osuus_asukkaista;0,028505707
333;ydinms;2008;lahtomuuttoja_osuus_asukkaista;0,028902732
334;ydinms;2009;lahtomuuttoja_osuus_asukkaista;0,026797382
335;ydinms;2010;lahtomuuttoja_osuus_asukkaista;0,027685262
336;ydinms;2011;lahtomuuttoja_osuus_asukkaista;0,02925826
337;ydinms;2012;lahtomuuttoja_osuus_asukkaista;0,029200115
338;ydinms;2013;lahtomuuttoja_osuus_asukkaista;0,028500566
339;ydinms;2014;lahtomuuttoja_osuus_asukkaista;0,028204402
340;ydinms;2015;lahtomuuttoja_osuus_asukkaista;0,029697846
341;yo-kaup;2006;lahtomuuttoja_osuus_asukkaista;0,038527249
342;yo-kaup;2007;lahtomuuttoja_osuus_asukkaista;0,039701687
343;yo-kaup;2008;lahtomuuttoja_osuus_asukkaista;0,037392725
